CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age-Cat,Tenure-Cat,Score-Cat
63,15592461,603.0,Germany,Male,26,4.0,109166.37,1.0,1,1,92840.67,0,regular,long,poor
64,15789484,751.0,Germany,Female,36,4.918533604887983,169831.46,2.0,1,1,27758.36,0,senior,long,very good
65,15696061,581.0,Germany,Female,34,1.0,101633.04,1.0,1,0,110431.51,0,regular,short,poor
66,15641582,735.0,Germany,Male,43,10.0,136969.77868040258,2.0,1,1,196673.28,0,senior,vip,good
67,15638424,661.0,Germany,Female,35,5.0,150725.53,2.0,0,1,113656.85,0,senior,long,poor
68,15755648,675.0,France,Female,21,8.0,98373.26,1.0,1,0,18203.0,0,graduade,vip,good
69,15703793,738.0,Germany,Male,58,2.0,133745.44,1.75,1,0,28373.86,1,senior,mid,good
70,15620344,813.0,France,Male,29,6.0,0.0,1.0,1,0,33953.87,0,regular,long,excellent
71,15812518,657.0,Spain,Female,37,0.0,163607.18,1.0,0,1,44203.55,0,senior,short,poor
72,15779052,604.0,Germany,Female,25,5.0,157780.84,2.0,1,1,58426.81,0,regular,long,poor
73,15770811,519.0,France,Male,36,9.0,0.0,2.0,0,1,145562.4,0,senior,vip,very poor
74,15780961,735.0,France,Female,21,1.0,178718.19,2.0,1,0,22388.0,0,graduade,short,good
75,15614049,664.0,France,Male,55,8.0,0.0,2.0,1,1,139161.64,0,senior,vip,poor
76,15662085,678.0,France,Female,32,9.0,0.0,1.0,1,1,148210.64,0,regular,vip,good
77,15575185,757.0,Spain,Male,33,5.0,77253.22,1.0,0,1,194239.63,0,regular,long,very good
78,15803136,416.0,Germany,Female,41,10.0,122189.66,2.0,1,0,98301.61,0,senior,vip,very poor
79,15706021,648.0958083832336,France,Female,34,1.0,96645.54,2.0,0,0,171413.66,0,regular,short,poor
80,15663706,777.0,France,Female,32,2.0,0.0,1.5757575757575757,1,0,136458.19,1,regular,mid,very good
81,15641732,543.0,France,Female,36,3.0,0.0,2.0,0,0,26019.59,0,senior,mid,very poor
82,15701164,506.0,France,Female,34,4.0,90307.62,1.0,1,1,159235.29,0,regular,long,very poor
83,15738751,493.0,France,Female,46,4.0,0.0,2.0,1,0,1907.66,0,senior,long,very poor
84,15805254,652.0,Spain,Female,75,10.0,0.0,2.0,1,1,114675.75,0,retired,vip,poor
85,15762418,750.0,Spain,Male,22,3.0,121681.82,1.0,1,0,128643.35,1,graduade,mid,very good
86,15625759,729.0,France,Male,30,9.0,0.0,2.0,1,0,151869.35,0,regular,vip,good
87,15622897,646.0,France,Female,46,4.0,0.0,3.0,1,0,93251.42,1,senior,long,poor
88,15767954,635.0,Germany,Female,40,3.0,81623.67,2.0,1,1,156791.36,0,senior,mid,poor
89,15757535,647.0,Spain,Female,44,5.0,0.0,3.0,1,1,174205.22,1,senior,long,poor
90,15731511,808.0,France,Male,45,7.0,71482.0194117647,2.0,1,0,147132.46,0,senior,vip,excellent
91,15809248,524.0,France,Female,36,10.0,0.0,2.0,1,0,109614.57,0,senior,vip,very poor
92,15640635,769.0,France,Male,29,8.0,0.0,2.0,1,1,172290.61,0,regular,vip,very good
93,15676966,730.0,Spain,n/a,42,4.0,0.0,2.0,0,1,85982.47,0,senior,long,good
94,15699461,515.0,Spain,Male,35,10.0,176273.95,1.0,0,1,121277.78,0,senior,vip,very poor
95,15738721,773.0,Spain,Male,41,9.0,102827.44,1.0,0,1,64595.25,0,senior,vip,very good
96,15693683,814.0,Germany,Male,29,8.0,97086.4,2.0,1,1,197276.13,0,regular,vip,excellent
97,15633059,413.0,France,Male,34,9.0,0.0,2.0,0,0,6534.18,0,regular,vip,very poor
98,15808582,665.0,France,Female,40,6.0,0.0,1.0,1,1,161848.03,0,senior,long,poor
99,15743192,623.0,France,Female,44,6.0,0.0,2.0,0,0,167162.43,0,senior,long,poor
100,15580146,738.0,France,Male,31,9.0,82674.15,1.0,1,0,93769.0,0,regular,vip,good
101,15776605,528.0,Spain,Male,36,7.0,0.0,2.0,1,0,60536.56,0,senior,vip,very poor
102,15804919,670.0,Spain,Female,65,1.0,0.0,1.0,1,1,177655.68,1,retired,short,good
103,15613854,622.0,Spain,n/a,46,4.0,107073.27,2.0,1,1,30984.59,1,senior,long,poor
104,15599195,582.0,Germany,Male,39,1.0,88938.62,1.0,1,1,10054.53,0,senior,short,poor
105,15812878,785.0,Germany,Female,36,2.0,99806.85,1.0,0,1,36976.52,0,senior,mid,very good
106,15602312,605.0,Spain,Male,33,5.0,150092.8,1.0,0,0,71862.79,0,regular,long,poor
107,15744689,479.0,Germany,Male,35,9.0,92833.89,1.0,1,0,99449.86,1,senior,vip,very poor
108,15803526,685.0,Germany,Male,30,3.0,90536.81,1.0,0,1,63082.88,0,regular,mid,good
109,15665790,538.0,Germany,Male,39,7.0,108055.1,2.0,1,0,27231.26,0,senior,vip,very poor
110,15715951,562.0,France,Male,42,2.0,100238.35,1.0,0,0,86797.41,0,senior,mid,very poor
111,15591100,675.0,Spain,Male,36,9.0,106190.55,1.0,0,1,22994.32,0,senior,vip,good
112,15675522,628.0,Germany,Female,30,9.0,132351.29,2.0,1,1,74169.13,0,regular,vip,poor
113,15705512,668.0,Germany,Female,37,6.0,167864.4,1.0,1,0,115638.29,0,senior,long,poor
114,15698028,506.0,France,Female,41,1.0,0.0,2.0,1,0,31766.3,0,senior,short,very poor
115,15661670,524.0,Germany,Female,31,8.0,107818.63,1.0,1,0,199725.39,1,regular,vip,very poor
116,15600781,699.0,Germany,n/a,34,4.0,185173.81,2.0,1,0,120834.48,0,regular,long,good
117,15682472,828.0,France,Male,34,8.0,129433.34,2.0,0,0,38131.77,0,regular,vip,excellent
118,15580203,674.0,Spain,Male,39,6.0,120193.42,1.0,0,0,100130.95,0,senior,long,good
119,15690673,656.0,France,Female,39,6.0,0.0,2.0,1,0,141069.88,0,senior,long,poor
120,15760085,684.0,Germany,Female,48,10.0,126384.42,1.0,1,1,198129.36,0,senior,vip,good
121,15779659,625.0,France,Female,28,3.0,0.0,1.0,0,0,183646.41,0,regular,mid,poor
122,15627360,432.0,France,Male,42,5.0365714285714285,152603.45,1.0,1,0,110265.24,1,senior,long,very poor
123,15671137,549.0,France,Female,52,1.0,0.0,1.0,0,1,8636.05,1,senior,short,very poor
124,15782688,625.0,n/a,Male,56,0.0,148507.24,1.0,1,0,46824.08,1,senior,short,poor
125,15575492,828.0,n/a,Female,41,7.0,0.0,2.0,1,0,171378.77,0,senior,vip,excellent
126,15591607,770.0,France,Male,24,9.0,101827.07,1.0,1,0,167256.35,0,graduade,vip,very good
127,15740404,758.0,France,Female,34,3.0,0.0,2.0,1,1,124226.16,0,regular,mid,very good
128,15718369,795.0,Germany,Female,33,9.0,130862.43,1.0,1,1,114935.21,0,regular,vip,very good
129,15677871,687.0,France,Male,38,9.0,122570.87,1.0,1,1,35608.88,0,senior,vip,good
130,15642004,686.0,France,Male,25,1.0,0.0,2.0,0,1,16459.37,0,regular,short,good
131,15712543,789.0,Germany,Male,39,7.0,124828.46,2.0,1,1,124411.08,0,senior,vip,very good
132,15584518,589.0,Germany,Female,50,5.0,144895.05,2.0,1,1,34941.23,0,senior,long,poor
133,15802381,461.0,Germany,Female,34,5.0,63663.93,1.0,0,1,167784.28,0,regular,long,very poor
134,15610156,637.0,France,Male,40,2.0,133463.1,1.0,0,1,93165.34,0,senior,mid,poor
135,15594408,584.0,Spain,Female,48,2.0,213146.2,1.0,1,0,75161.25,1,senior,mid,poor
136,15640905,579.0,Spain,Female,35,1.0,129490.36,2.0,0,1,8590.83,1,senior,short,poor
137,15698932,756.0,Germany,Male,44,10.0,137452.09,1.0,1,0,189543.9,0,senior,vip,very good
138,15724944,663.0,France,Male,34,7.0,0.0,2.0,1,1,180427.24,0,regular,vip,poor
139,15628145,682.0,France,Female,43,5.0,125851.93,1.0,1,1,193318.33,0,senior,long,good
140,15713483,793.0,Spain,Male,52,2.0,0.0,1.0,1,0,159123.82,1,senior,mid,very good
141,15612350,691.0,France,Female,38,5.0,40915.55,1.0,1,0,126213.84,1,senior,long,good
142,15800703,485.0,Spain,Female,39,5.0,113157.22,1.0,1,1,54141.5,0,senior,long,very poor
143,15705707,635.0,Spain,Female,29,8.0,138296.94,2.0,1,0,141075.51,0,regular,vip,poor
144,15754105,650.0,France,Male,37,5.0,106967.18,1.0,0,0,24495.03,0,senior,long,poor
145,15703264,735.0,France,Male,44,9.0,120681.63,1.0,1,0,74836.34,0,senior,vip,good
146,15794413,416.0,France,Male,32,0.0,0.0,2.0,0,1,878.87,0,regular,short,very poor
147,15650237,754.0,Spain,Female,32,7.0,0.0,2.0,1,0,89520.75,0,regular,vip,very good
148,15759618,535.0,France,Female,48,9.0,0.0,1.0,1,0,149892.79,1,senior,vip,very poor
149,15811589,716.0,Spain,Male,42,8.0,0.0,2.0,1,0,180800.42,0,senior,vip,good
150,15689044,539.0,France,Male,37,2.0,127609.59,1.0,1,0,98646.22,0,senior,mid,very poor
151,15709368,614.0,France,Female,43,6.0,0.0,2.0,1,1,109041.53,0,senior,long,poor
152,15679145,706.0,Spain,Male,57,7.0,0.0,1.0,1,0,17941.16,1,senior,vip,good
153,15655007,758.0,France,Female,33,7.0,0.0,2.0,0,0,82996.47,0,regular,vip,very good
154,15623595,586.0,Spain,n/a,28,2.0,0.0,2.0,1,1,92067.35,0,regular,mid,poor
155,15589975,646.0,France,Female,73,6.0,97259.25,1.0,0,1,104719.66,0,retired,long,poor
156,15804017,631.0,Germany,Female,33,4.0,123246.7,1.0,0,0,112687.57,0,regular,long,poor
157,15692132,717.0,Spain,Female,22,6.0,101060.25,1.0,0,1,84699.56,0,graduade,long,good
158,15641122,684.0,France,Male,30,2.0,0.0,1.5357142857142858,1,0,83473.82,0,regular,mid,good
159,15630910,800.0,France,Female,49,7.0,108007.36,1.0,0,0,47125.11,0,senior,vip,excellent
160,15680772,721.0,Spain,Female,36,2.0,0.0,2.0,1,1,106977.8,0,senior,mid,good
161,15658929,683.0,Spain,Male,29,0.0,133702.89,1.0,1,0,55582.54,1,regular,short,good
162,15585388,660.0,Germany,Male,31,5.0228310502283104,125189.75,2.0,1,1,139874.43,0,regular,long,poor
163,15724623,704.0,Germany,Female,24,7.0,113034.22,1.0,1,0,162503.48,1,graduade,vip,good
164,15588537,615.0,Spain,Female,41,9.0,109013.23,1.0,1,0,196499.96,0,senior,vip,poor
165,15574692,667.0,Spain,Female,39,2.0,0.0,2.0,1,0,40721.24,1,senior,mid,poor
166,15611325,682.0,Germany,Male,24,9.0,57929.81,2.0,0,0,53134.3,0,graduade,vip,good
167,15587562,484.0,France,Female,29,4.0,130114.39,1.0,1,0,164017.89,0,regular,long,very poor
168,15613172,628.0,Germany,Male,27,5.0,95826.49,2.0,1,0,155996.96,0,regular,long,poor
169,15651022,480.0,Germany,Male,44,10.0,129608.57,1.0,1,0,5472.7,1,senior,vip,very poor
170,15586310,578.0,France,Male,30,4.0,169462.09,1.0,1,0,112187.11,0,regular,long,very poor
171,15625524,512.0,France,Male,40,5.0,0.0,2.0,1,1,146457.83,0,senior,long,very poor
172,15755209,484.0,Spain,Female,35,7.0,133868.21,1.0,1,1,27286.1,0,senior,vip,very poor
173,15645248,510.0,France,Female,30,0.0,0.0,2.0,1,1,130553.47,0,regular,short,very poor
174,15790355,606.0,Germany,Male,36,5.0,190479.48,2.0,0,0,179351.89,0,senior,long,poor
175,15762615,597.0,Spain,Female,40,8.0,101993.12,1.0,0,1,94774.12,0,senior,vip,poor
176,15625426,754.0,Germany,Female,55,3.0,161608.81,1.0,1,0,8080.85,1,senior,mid,very good
177,15716334,850.0,Spain,Female,45,2.0,122311.21,1.0,1,1,19482.5,0,senior,mid,excellent
178,15789669,510.0,France,Male,65,2.0,0.0,2.0,1,1,48071.61,0,retired,mid,very poor
179,15621075,778.0,Germany,Female,45,1.0,162150.42,2.0,1,0,174531.27,0,senior,short,very good
180,15810845,636.0,France,Male,42,2.0,0.0,2.0,1,1,55470.78,0,senior,mid,poor
181,15719377,804.0,France,Female,50,4.0,0.0,1.0,1,1,8546.87,1,senior,long,excellent
182,15654506,514.0,France,Male,32,8.0,0.0,2.0,1,0,95857.18,0,regular,vip,very poor
183,15771977,730.0,France,Female,39,1.0,99010.67,1.0,1,0,194945.8,0,senior,short,good
184,15726676,616.0,Spain,Male,30,5.0,0.0,2.0,0,1,196108.51,0,regular,long,poor
185,15587421,687.0,Germany,Female,34,7.0,111388.18,2.0,1,0,148564.76,0,regular,vip,good
186,15726931,715.0,France,Female,41,8.0,56214.85,2.0,0,0,92982.61,1,senior,vip,good
187,15771086,512.0,France,Female,36,3.0,84327.77,2.0,1,0,17675.36,0,senior,mid,very poor
188,15756850,479.0,France,Male,40,1.0,0.0,2.0,0,0,114996.43,0,senior,short,very poor
189,15702741,601.0,France,Male,32,8.0,93012.89,1.0,1,0,86957.42,0,regular,vip,poor
190,15679200,580.0,Spain,Male,29,9.0,61710.44,2.0,1,0,128077.8,0,regular,vip,poor
191,15594815,807.0,France,Male,35,3.0,174790.15,1.0,1,1,600.36,0,senior,mid,excellent
192,15635905,616.0,Spain,Female,32,6.0,0.0,2.0,1,1,43001.46,0,regular,long,poor
193,15777892,721.0,Germany,Male,37,3.0,107720.64,1.0,1,1,158591.12,0,senior,mid,good
194,15656176,501.0,France,Male,57,10.0,0.0,2.0,1,1,47847.19,0,senior,vip,very poor
195,15811127,521.0,France,Male,35,6.0,96423.84,1.0,1,0,10488.44,0,senior,long,very poor
196,15604482,850.0,Spain,Male,30,2.0,141040.01,1.0,1,1,5978.2,0,regular,mid,excellent
197,15622911,759.0,France,Male,42,4.0,105420.18,1.0,0,1,121409.06,0,senior,long,very good
198,15727868,711.0,France,Female,38,2.0,129022.06,2.0,1,1,14374.86,1,senior,mid,good
199,15627801,512.0,Spain,Male,33,3.0,176666.62,1.0,1,0,94670.77,0,regular,mid,very poor
200,15773039,550.0,France,n/a,37,3.0,0.0,1.0,1,1,179670.31,0,senior,mid,very poor
201,15755262,608.0,Spain,Female,39,3.0,89763.84,1.0,0,0,199304.74,1,senior,mid,poor
202,15679531,618.0,France,Male,34,5.0,134954.53,1.0,1,1,151954.39,0,regular,long,poor
203,15684181,643.0,France,Male,45,5.0365714285714285,0.0,1.0,1,0,142513.5,1,senior,long,poor
204,15612087,671.0,France,Male,45,2.0,106376.85,1.0,0,1,158264.62,0,senior,mid,good
205,15752047,689.0,Germany,Male,33,2.0,161814.64,2.0,1,0,169381.9,0,regular,mid,good
206,15624592,603.0,France,Male,31,8.0,0.0,2.0,1,1,169915.02,0,regular,vip,poor
207,15573152,620.0,France,Female,41,9.0,0.0,2.0,0,0,88852.47,0,senior,vip,poor
208,15594917,676.0,France,Female,34,1.0,63095.01,1.0,1,1,40645.81,0,regular,short,good
209,15785542,572.0,Germany,Male,39,4.0,118287.01,2.0,0,0,60427.3,0,senior,long,very poor
210,15723488,668.0,Germany,Male,47,7.0,106854.21,1.0,0,1,157959.02,1,senior,vip,poor
211,15680920,695.0,France,Male,46,7.0,49512.55,1.0,1,0,133007.34,0,senior,vip,good
212,15786308,730.0,Spain,n/a,33,9.0,0.0,2.0,0,0,176576.62,0,regular,vip,good
213,15659366,807.0,France,Male,43,1.0,105799.32,2.0,1,0,34888.04,1,senior,short,excellent
214,15774854,592.0,France,Male,54,8.0,0.0,1.0,1,1,28737.71,1,senior,vip,poor
215,15725311,726.0,France,Female,31,9.0,114722.05,2.0,1,1,98178.57,0,regular,vip,good
216,15787155,514.0,Spain,Male,30,7.0,0.0,1.0,0,1,125010.24,0,regular,vip,very poor
217,15727829,567.0,France,Male,38,2.0,0.0,2.0,1,1,167984.61,0,senior,mid,very poor
218,15733247,850.0,France,Male,33,10.0,0.0,1.0,1,0,4861.72,1,regular,vip,excellent
219,15568748,671.0,Germany,Male,45,6.0,99564.22,1.0,1,1,108872.45,1,senior,long,good
220,15699029,670.0,France,Male,37,4.0,170557.91,2.0,1,0,198252.88,0,senior,long,good
221,15774393,694.0,France,Female,30,9.0,0.0,2.0,1,1,26960.31,0,regular,vip,good
222,15676895,547.0,Germany,Female,39,6.0,74596.15,3.0,1,1,85746.52,1,senior,long,very poor
223,15637753,751.0,Germany,Male,50,2.0,96888.39,1.0,1,0,77206.25,1,senior,mid,very good
224,15605461,594.0,Germany,Female,29,3.0,130830.22,1.0,1,0,61048.53,0,regular,mid,poor
225,15808473,673.0,France,Male,72,1.0,0.0,2.0,0,1,111981.19,0,retired,short,good
226,15627000,610.0,France,Male,40,0.0,0.0,2.0,1,0,62232.6,0,senior,short,poor
227,15787174,512.0,France,Female,37,1.0,0.0,2.0,0,1,156105.03,0,senior,short,very poor
228,15723886,767.0,Germany,Male,20,3.0,119714.25,2.0,0,1,150135.38,0,graduade,mid,very good
229,15772896,763.0,Germany,Male,42,6.0,100160.75,1.0,1,0,33462.94,1,senior,long,very good
230,15711540,712.0,France,Female,29,2.0,0.0,1.0,1,1,144375.0,0,regular,mid,good
231,15764866,539.0,Germany,Female,43,3.0,116220.5,3.0,1,0,55803.96,1,senior,mid,very poor
232,15794056,668.0,France,Female,46,2.0,0.0,3.0,1,0,89048.46,1,senior,mid,poor
233,15795149,703.0,France,Male,28,2.0,81173.83,2.0,0,1,162812.16,0,regular,mid,good
234,15812009,662.0,Spain,Male,38,4.0,0.0,2.0,1,0,136259.65,0,senior,long,poor
235,15651001,725.0,n/a,Female,40,5.0,116803.8,1.0,1,0,124052.97,0,senior,long,good
236,15813844,703.0,France,Male,37,8.0,105961.68,2.0,0,1,74158.8,0,senior,vip,good
237,15596175,659.0,Germany,Male,67,6.0,117411.6,1.0,1,1,45071.09,1,retired,long,poor
238,15576269,523.0,Spain,Male,34,7.0,63541.27450000001,2.0,1,0,62030.06,0,regular,vip,very poor
239,15797219,635.0,France,Female,40,10.0,123497.58,1.0,1,0,131953.23,1,senior,vip,poor
240,15685500,772.0,Germany,n/a,26,7.0,152400.51,2.0,1,0,79414.0,0,regular,vip,very good
241,15599792,545.0,France,Female,26,1.0,0.0,2.0,1,1,199638.56,0,regular,short,very poor
242,15657566,634.0,Germany,Male,24,8.0,103097.85,1.0,1,1,157577.29,0,graduade,vip,poor
243,15772423,739.0,Germany,Male,54,8.0,126418.14,1.0,1,0,134420.75,1,senior,vip,very good
244,15628112,771.0,Germany,Female,36,5.0,77846.9,1.0,0,0,99805.99,0,senior,long,very good
245,15753754,587.0,Spain,Female,34,1.0,0.0,2.0,1,1,97932.68,0,regular,short,poor
246,15793726,681.0,France,Female,79,0.0,0.0,2.0,0,1,84748.0,0,retired,short,good
247,15694717,544.0,Germany,Male,37,2.0,79731.91,1.0,1,1,57558.95,0,senior,mid,very poor
248,15665834,696.0,Spain,Male,28,8.0,0.0,1.0,0,0,176713.47,0,regular,vip,good
249,15765297,766.0,Spain,Male,41,0.0,0.0,2.0,0,1,34283.23,0,senior,short,very good
250,15636684,727.0,France,Male,34,10.0,0.0,2.0,1,1,198637.34,0,regular,vip,good
251,15592979,671.0,Germany,Female,34,6.0,37266.67,2.0,0,0,156917.12,0,regular,long,good
252,15750803,693.0,France,Female,30,6.0,127992.25,1.0,1,1,50457.2,0,regular,long,good
253,15607178,850.0,Germany,Male,38,3.0,54901.01,1.0,1,1,140075.55,0,senior,mid,excellent
254,15713853,732.0,Germany,Male,42,9.0,108748.08,2.0,1,1,65323.11,0,senior,vip,good
255,15673481,726.0,Spain,Female,48,6.0,99906.19,1.0,1,0,64323.24,0,senior,long,good
256,15686776,557.0,France,Female,32,6.0,184686.41,2.0,1,0,14956.44,0,regular,long,very poor
257,15673693,682.0,France,Female,26,0.0,110654.02,1.0,0,1,111879.21,0,regular,short,good
258,15700696,738.0,Spain,Male,31,9.0,79019.8,1.0,1,1,18606.23,0,regular,vip,good
259,15813163,531.0,Spain,Female,36,9.0,99240.51,1.0,1,0,123137.01,0,senior,vip,very poor
260,15653857,498.0,France,Male,34,2.0,0.0,2.0,1,1,148528.24,0,regular,mid,very poor
261,15777076,651.0,France,Male,36,7.0,0.0,2.0,1,0,13898.31,0,senior,vip,poor
262,15717398,549.0,Spain,Female,39,7.0,0.0,1.0,0,0,81259.25,1,senior,vip,very poor
263,15799217,791.0,Germany,Female,35,7.0,52436.2,1.0,1,0,161051.75,0,senior,vip,very good
264,15787071,650.0,Spain,Male,41,9.0,0.0,2.0,0,1,191599.67,0,senior,vip,poor
265,15619955,733.0,Germany,Male,34,3.0,100337.96,3.0,1,0,48559.19,1,regular,mid,good
266,15796505,811.0,Germany,Female,34,1.0,149297.19,2.0,1,1,186339.74,0,regular,short,excellent
267,15725166,707.0,n/a,Male,30,8.0,0.0,2.0,1,0,33159.37,0,regular,vip,good
268,15800116,712.0,Germany,Male,28,4.0,145605.44,1.0,0,1,93883.53,0,regular,long,good
269,15758685,706.0,Spain,Female,37,7.0,0.0,2.0,1,1,110899.3,0,senior,vip,good
270,15694456,756.0,France,Male,62,3.0,0.0,1.0,1,1,11199.04,1,senior,mid,very good
271,15767339,777.0,France,Female,53,10.0,0.0,2.0,1,0,189992.97,0,senior,vip,very good
